   t         Theta F_0 0       Theta F_0 0.5       Theta F_0 1.2
 37.44   0.62831699611E+01   0.56691516130E+01   0.33326732853E+01
 37.47   0.62831724947E+01   0.56815395951E+01   0.33174721046E+01
 37.50   0.62831750018E+01   0.56941915991E+01   0.33025134784E+01
 37.53   0.62831774806E+01   0.57071031691E+01   0.32878019334E+01
 37.56   0.62831799293E+01   0.57202696601E+01   0.32733421646E+01
 37.59   0.62831823461E+01   0.57336862379E+01   0.32591390328E+01
 37.62   0.62831847293E+01   0.57473478785E+01   0.32451975622E+01
 37.65   0.17700792370E-05   0.57612493688E+01   0.32315229371E+01
 37.68   0.40812337971E-05   0.57753853066E+01   0.32181204995E+01
 37.71   0.63540479260E-05   0.57897501022E+01   0.32049957456E+01
 37.74   0.85870511981E-05   0.58043379795E+01   0.31921543235E+01
 37.77   0.10778831111E-04   0.58191429780E+01   0.31796020293E+01
 37.80   0.12928033371E-04   0.58341589550E+01   0.31673448044E+01
 37.83   0.15033362345E-04   0.58493795888E+01   0.31553887322E+01
 37.86   0.17093581349E-04   0.58647983814E+01   0.31437400346E+01
 37.89   0.19107512870E-04   0.58804086625E+01   0.31324050690E+01
 37.92   0.21074038628E-04   0.58962035934E+01   0.31213903244E+01
 37.95   0.22992099915E-04   0.59121761718E+01   0.31107024186E+01
 37.98   0.24860697366E-04   0.59283192370E+01   0.31003480941E+01
 38.01   0.26678891189E-04   0.59446254746E+01   0.30903342153E+01
 38.04   0.28445801163E-04   0.59610874231E+01   0.30806677645E+01
 38.07   0.30160606244E-04   0.59776974802E+01   0.30713558388E+01
 38.10   0.31822544670E-04   0.59944479088E+01   0.30624056464E+01
 38.13   0.33430913803E-04   0.60113308449E+01   0.30538245033E+01
 38.16   0.34985069490E-04   0.60283383045E+01   0.30456198302E+01
 38.19   0.36484426360E-04   0.60454621916E+01   0.30377991485E+01
 38.22   0.37928456848E-04   0.60626943065E+01   0.30303700777E+01
 38.25   0.39316691257E-04   0.60800263537E+01   0.30233403319E+01
 38.28   0.40648717189E-04   0.60974499514E+01   0.30167177168E+01
 38.31   0.41924178802E-04   0.61149566397E+01   0.30105101267E+01
 38.34   0.43142776761E-04   0.61325378902E+01   0.30047255415E+01
 38.37   0.44304267263E-04   0.61501851154E+01   0.29993720241E+01
 38.40   0.45408461588E-04   0.61678896780E+01   0.29944577178E+01
 38.43   0.46455225359E-04   0.61856429010E+01   0.29899908438E+01
 38.46   0.47444477971E-04   0.62034360770E+01   0.29859796989E+01
 38.49   0.48376191799E-04   0.62212604785E+01   0.29824326538E+01
 38.52   0.49250391285E-04   0.62391073674E+01   0.29793581505E+01
 38.55   0.50067152429E-04   0.62569680053E+01   0.29767647013E+01
 38.58   0.50826601765E-04   0.62748336630E+01   0.29746608871E+01
 38.61   0.51528915392E-04   0.95103233150E-02   0.29730553563E+01
 38.64   0.52174318299E-04   0.27359919561E-01   0.29719568237E+01
 38.67   0.52763083275E-04   0.45188501857E-01   0.29713740701E+01
 38.70   0.53295530009E-04   0.62987475367E-01   0.29713159416E+01
 38.73   0.53772024060E-04   0.80748302307E-01   0.29717913497E+01
 38.76   0.54192975895E-04   0.98462510938E-01   0.29728092716E+01
 38.79   0.54558839750E-04   0.11612170429E+00   0.29743787501E+01
 38.82   0.54870112663E-04   0.13371756864E+00   0.29765088952E+01
 38.85   0.55127333454E-04   0.15124188164E+00   0.29792088846E+01
 38.88   0.55331081299E-04   0.16868652012E+00   0.29824879650E+01
 38.91   0.55481974940E-04   0.18604346760E+00   0.29863554543E+01
 38.94   0.55580671372E-04   0.20330482136E+00   0.29908207432E+01
 38.97   0.55627864825E-04   0.22046279914E+00   0.29958932974E+01
 39.00   0.55624285224E-04   0.23750974543E+00   0.30015826605E+01
 39.03   0.55570697512E-04   0.25443813738E+00   0.30078984564E+01
 39.06   0.55467899998E-04   0.27124059020E+00   0.30148503925E+01
 39.09   0.55316723277E-04   0.28790986220E+00   0.30224482630E+01
 39.12   0.55118029209E-04   0.30443885932E+00   0.30307019524E+01
 39.15   0.54872709271E-04   0.32082063924E+00   0.30396214389E+01
 39.18   0.54581683756E-04   0.33704841500E+00   0.30492167983E+01
 39.21   0.54245900074E-04   0.35311555823E+00   0.30594982075E+01
 39.24   0.53866331839E-04   0.36901560183E+00   0.30704759489E+01
 39.27   0.53443977450E-04   0.38474224224E+00   0.30821604135E+01
 39.30   0.52979858779E-04   0.40028934133E+00   0.30945621052E+01
 39.33   0.52475020041E-04   0.41565092770E+00   0.31076916439E+01
 39.36   0.51930526311E-04   0.43082119769E+00   0.31215597689E+01
 39.39   0.51347462559E-04   0.44579451588E+00   0.31361773421E+01
 39.42   0.50726932059E-04   0.46056541525E+00   0.31515553499E+01
 39.45   0.50070055252E-04   0.47512859685E+00   0.31677049058E+01
 39.48   0.49377968551E-04   0.48947892921E+00   0.31846372510E+01
 39.51   0.48651822979E-04   0.50361144728E+00   0.32023637556E+01
 39.54   0.47892782916E-04   0.51752135107E+00   0.32208959176E+01
 39.57   0.47102024965E-04   0.53120400398E+00   0.32402453613E+01
 39.60   0.46280736584E-04   0.54465493077E+00   0.32604238347E+01
 39.63   0.45430114895E-04   0.55786981529E+00   0.32814432051E+01
 39.66   0.44551365377E-04   0.57084449789E+00   0.33033154531E+01
 39.69   0.43645700899E-04   0.58357497266E+00   0.33260526645E+01
 39.72   0.42714340239E-04   0.59605738432E+00   0.33496670207E+01
 39.75   0.41758507066E-04   0.60828802505E+00   0.33741707865E+01
 39.78   0.40779428744E-04   0.62026333100E+00   0.33995762946E+01
 39.81   0.39778335136E-04   0.63197987873E+00   0.34258959285E+01
 39.84   0.38756457414E-04   0.64343438145E+00   0.34531421012E+01
 39.87   0.37715027091E-04   0.65462368520E+00   0.34813272311E+01
 39.90   0.36655274656E-04   0.66554476485E+00   0.35104637135E+01
 39.93   0.35578428722E-04   0.67619472010E+00   0.35405638889E+01
 39.96   0.34485714949E-04   0.68657077136E+00   0.35716400059E+01
 39.99   0.33378354729E-04   0.69667025563E+00   0.36037041802E+01
 40.02   0.32257564399E-04   0.70649062233E+00   0.36367683480E+01
 40.05   0.31124554098E-04   0.71602942917E+00   0.36708442141E+01
 40.08   0.29980526861E-04   0.72528433799E+00   0.37059431946E+01
 40.11   0.28826677536E-04   0.73425311064E+00   0.37420763530E+01
 40.14   0.27664191990E-04   0.74293360499E+00   0.37792543304E+01
 40.17   0.26494245915E-04   0.75132377085E+00   0.38174872690E+01
 40.20   0.25318004205E-04   0.75942164615E+00   0.38567847287E+01
 40.23   0.24136619928E-04   0.76722535307E+00   0.38971555966E+01
 40.26   0.22951233476E-04   0.77473309438E+00   0.39386079899E+01
 40.29   0.21762971713E-04   0.78194314986E+00   0.39811491509E+01
 40.32   0.20572947179E-04   0.78885387284E+00   0.40247853354E+01
 40.35   0.19382257349E-04   0.79546368694E+00   0.40695216936E+01
 40.38   0.18191983841E-04   0.80177108292E+00   0.41153621450E+01
 40.41   0.17003191672E-04   0.80777461571E+00   0.41623092459E+01
 40.44   0.15816928524E-04   0.81347290163E+00   0.42103640517E+01
 40.47   0.14634224058E-04   0.81886461581E+00   0.42595259736E+01
 40.50   0.13456089349E-04   0.82394848975E+00   0.43097926309E+01
 40.53   0.12283516199E-04   0.82872330912E+00   0.43611597002E+01
 40.56   0.11117476461E-04   0.83318791178E+00   0.44136207616E+01
 40.59   0.99589216376E-05   0.83734118596E+00   0.44671671451E+01
 40.62   0.88087820842E-05   0.84118206872E+00   0.45217877766E+01
 40.65   0.76679667274E-05   0.84470954457E+00   0.45774690275E+01
 40.68   0.65373623812E-05   0.84792264439E+00   0.46341945683E+01
 40.71   0.54178335205E-05   0.85082044447E+00   0.46919452290E+01
 40.74   0.43102215415E-05   0.85340206591E+00   0.47506988684E+01
 40.77   0.32153445346E-05   0.85566667412E+00   0.48104302557E+01
 40.80   0.21339968868E-05   0.85761347868E+00   0.48711109650E+01
 40.83   0.10669488262E-05   0.85924173332E+00   0.49327092880E+01
 40.86   0.14946252236E-07   0.86055073622E+00   0.49951901648E+01
 40.89   0.62831842859E+01   0.86153983050E+00   0.50585151375E+01
 40.92   0.62831832661E+01   0.86220840492E+00   0.51226423279E+01
 40.95   0.62831822635E+01   0.86255589488E+00   0.51875264424E+01
 40.98   0.62831812786E+01   0.86258178357E+00   0.52531188052E+01
 41.01   0.62831803122E+01   0.86228560339E+00   0.53193674220E+01
 41.04   0.62831793647E+01   0.86166693760E+00   0.53862170760E+01
 41.07   0.62831784368E+01   0.86072542213E+00   0.54536094557E+01
 41.10   0.62831775290E+01   0.85946074766E+00   0.55214833159E+01
 41.13   0.62831766418E+01   0.85787266187E+00   0.55897746712E+01
 41.16   0.62831757757E+01   0.85596097194E+00   0.56584170209E+01
 41.19   0.62831749312E+01   0.85372554716E+00   0.57273416038E+01
 41.22   0.62831741087E+01   0.85116632180E+00   0.57964776809E+01
 41.25   0.62831733086E+01   0.84828329815E+00   0.58657528426E+01
 41.28   0.62831725313E+01   0.84507654972E+00   0.59350933378E+01
 41.31   0.62831717772E+01   0.84154622457E+00   0.60044244202E+01
 41.34   0.62831710465E+01   0.83769254888E+00   0.60736707079E+01
 41.37   0.62831703397E+01   0.83351583058E+00   0.61427565515E+01
 41.40   0.62831696569E+01   0.82901646317E+00   0.62116064057E+01
 41.43   0.62831689984E+01   0.82419492963E+00   0.62801451993E+01
 41.46   0.62831683645E+01   0.81905180645E+00   0.65113392420E-01
 41.49   0.62831677554E+01   0.81358776781E+00   0.13280855699E+00
 41.52   0.62831671712E+01   0.80780358976E+00   0.19997387101E+00
 41.55   0.62831666121E+01   0.80170015451E+00   0.26653966368E+00
 41.58   0.62831660782E+01   0.79527845487E+00   0.33243840130E+00
 41.61   0.62831655696E+01   0.78853959855E+00   0.39760495316E+00
 41.64   0.62831650864E+01   0.78148481267E+00   0.46197682804E+00
 41.67   0.62831646286E+01   0.77411544821E+00   0.52549437910E+00
 41.70   0.62831641964E+01   0.76643298444E+00   0.58810097587E+00
 41.73   0.62831637896E+01   0.75843903334E+00   0.64974314283E+00
 41.76   0.62831634082E+01   0.75013534407E+00   0.71037066430E+00
 41.79   0.62831630523E+01   0.74152380725E+00   0.76993665629E+00
 41.82   0.62831627218E+01   0.73260645929E+00   0.82839760635E+00
 41.85   0.62831624166E+01   0.72338548656E+00   0.88571338288E+00
 41.88   0.62831621365E+01   0.71386322948E+00   0.94184721582E+00
 41.91   0.62831618815E+01   0.70404218650E+00   0.99676565091E+00
 41.94   0.62831616514E+01   0.69392501789E+00   0.10504384800E+01
 41.97   0.62831614460E+01   0.68351454943E+00   0.11028386501E+01
 42.00   0.62831612652E+01   0.67281377584E+00   0.11539421537E+01
 42.03   0.62831611088E+01   0.66182586408E+00   0.12037279032E+01
 42.06   0.62831609765E+01   0.65055415639E+00   0.12521775920E+01
 42.09   0.62831608680E+01   0.63900217306E+00   0.12992755457E+01
 42.12   0.62831607832E+01   0.62717361501E+00   0.13450085644E+01
 42.15   0.62831607217E+01   0.61507236606E+00   0.13893657599E+01
 42.18   0.62831606833E+01   0.60270249484E+00   0.14323383893E+01
 42.21   0.62831606676E+01   0.59006825651E+00   0.14739196868E+01
 42.24   0.62831606743E+01   0.57717409401E+00   0.15141046967E+01
 42.27   0.62831607031E+01   0.56402463908E+00   0.15528901068E+01
 42.30   0.62831607536E+01   0.55062471282E+00   0.15902740867E+01
 42.33   0.62831608254E+01   0.53697932593E+00   0.16262561294E+01
 42.36   0.62831609182E+01   0.52309367854E+00   0.16608368984E+01
 42.39   0.62831610316E+01   0.50897315963E+00   0.16940180819E+01
 42.42   0.62831611651E+01   0.49462334603E+00   0.17258022522E+01
 42.45   0.62831613183E+01   0.48005000099E+00   0.17561927340E+01
 42.48   0.62831614908E+01   0.46525907234E+00   0.17851934794E+01
 42.51   0.62831616822E+01   0.45025669019E+00   0.18128089508E+01
 42.54   0.62831618920E+01   0.43504916416E+00   0.18390440120E+01
 42.57   0.62831621196E+01   0.41964298021E+00   0.18639038270E+01
 42.60   0.62831623648E+01   0.40404479700E+00   0.18873937667E+01
 42.63   0.62831626269E+01   0.38826144176E+00   0.19095193234E+01
 42.66   0.62831629055E+01   0.37229990579E+00   0.19302860329E+01
 42.69   0.62831632001E+01   0.35616733943E+00   0.19496994036E+01
 42.72   0.62831635101E+01   0.33987104668E+00   0.19677648531E+01
 42.75   0.62831638351E+01   0.32341847931E+00   0.19844876511E+01
 42.78   0.62831641746E+01   0.30681723064E+00   0.19998728697E+01
 42.81   0.62831645280E+01   0.29007502884E+00   0.20139253384E+01
 42.84   0.62831648948E+01   0.27319972986E+00   0.20266496067E+01
 42.87   0.62831652744E+01   0.25619931007E+00   0.20380499111E+01
 42.90   0.62831656664E+01   0.23908185841E+00   0.20481301479E+01
 42.93   0.62831660702E+01   0.22185556833E+00   0.20568938511E+01
 42.96   0.62831664853E+01   0.20452872937E+00   0.20643441751E+01
 42.99   0.62831669111E+01   0.18710971845E+00   0.20704838820E+01
 43.02   0.62831673470E+01   0.16960699093E+00   0.20753153327E+01
 43.05   0.62831677926E+01   0.15202907143E+00   0.20788404836E+01
 43.08   0.62831682472E+01   0.13438454446E+00   0.20810608856E+01
 43.11   0.62831687104E+01   0.11668204487E+00   0.20819776882E+01
 43.14   0.62831691815E+01   0.98930248157E-01   0.20815916470E+01
 43.17   0.62831696601E+01   0.81137860703E-01   0.20799031344E+01
 43.20   0.62831701457E+01   0.63313609898E-01   0.20769121550E+01
 43.23   0.62831706375E+01   0.45466234253E-01   0.20726183629E+01
 43.26   0.62831711352E+01   0.27604473496E-01   0.20670210844E+01
 43.29   0.62831716382E+01   0.97370587053E-02   0.20601193424E+01
 43.32   0.62831721460E+01   0.62750580097E+01   0.20519118859E+01
 43.35   0.62831726579E+01   0.62572053965E+01   0.20423972215E+01
 43.38   0.62831731736E+01   0.62393731730E+01   0.20315736501E+01
 43.41   0.62831736925E+01   0.62215699388E+01   0.20194393061E+01
 43.44   0.62831742140E+01   0.62038042369E+01   0.20059922005E+01
 43.47   0.62831747377E+01   0.61860845450E+01   0.19912302685E+01
 43.50   0.62831752631E+01   0.61684192667E+01   0.19751514201E+01
 43.53   0.62831757896E+01   0.61508167228E+01   0.19577535956E+01
 43.56   0.62831763168E+01   0.61332851434E+01   0.19390348242E+01
 43.59   0.62831768441E+01   0.61158326599E+01   0.19189932879E+01
 43.62   0.62831773712E+01   0.60984672974E+01   0.18976273886E+01
 43.65   0.62831778975E+01   0.60811969680E+01   0.18749358202E+01
 43.68   0.62831784226E+01   0.60640294635E+01   0.18509176447E+01
 43.71   0.62831789460E+01   0.60469724495E+01   0.18255723727E+01
 43.74   0.62831794673E+01   0.60300334593E+01   0.17989000485E+01
 43.77   0.62831799860E+01   0.60132198885E+01   0.17709013385E+01
 43.80   0.62831805017E+01   0.59965389899E+01   0.17415776248E+01
 43.83   0.62831810140E+01   0.59799978690E+01   0.17109311019E+01
 43.86   0.62831815225E+01   0.59636034796E+01   0.16789648771E+01
 43.89   0.62831820268E+01   0.59473626207E+01   0.16456830744E+01
 43.92   0.62831825264E+01   0.59312819325E+01   0.16110909407E+01
 43.95   0.62831830211E+01   0.59153678944E+01   0.15751949551E+01
 43.98   0.62831835104E+01   0.58996268222E+01   0.15380029385E+01
 44.01   0.62831839940E+01   0.58840648664E+01   0.14995241657E+01
 44.04   0.62831844715E+01   0.58686880107E+01   0.14597694760E+01
 44.07   0.62831849426E+01   0.58535020714E+01   0.14187513839E+01
 44.10   0.99752028859E-07   0.58385126961E+01   0.13764841871E+01
 44.13   0.55705528723E-06   0.58237253643E+01   0.13329840718E+01
 44.16   0.10069976071E-05   0.58091453872E+01   0.12882692129E+01
 44.19   0.14492844826E-05   0.57947779085E+01   0.12423598688E+01
 44.22   0.18836327200E-05   0.57806279053E+01   0.11952784684E+01
 44.25   0.23097704940E-05   0.57667001895E+01   0.11470496890E+01
 44.28   0.27274373480E-05   0.57529994093E+01   0.10977005241E+01
 44.31   0.31363845352E-05   0.57395300518E+01   0.10472603385E+01
 44.34   0.35363747912E-05   0.57262964442E+01   0.99576090946E+00
 44.37   0.39271823908E-05   0.57133027574E+01   0.94323645306E+00
 44.40   0.43085934891E-05   0.57005530082E+01   0.88972363291E+00
 44.43   0.46804056097E-05   0.56880510624E+01   0.83526155081E+00
 44.46   0.50424282705E-05   0.56758006382E+01   0.77989171788E+00
 44.49   0.53944823577E-05   0.56638053095E+01   0.72365800499E+00
 44.52   0.57364005812E-05   0.56520685096E+01   0.66660657174E+00
 44.55   0.60680273037E-05   0.56405935345E+01   0.60878577362E+00
 44.58   0.63892183704E-05   0.56293835475E+01   0.55024604692E+00
 44.61   0.66998412791E-05   0.56184415825E+01   0.49103977162E+00
 44.64   0.69997750103E-05   0.56077705482E+01   0.43122111280E+00
 44.67   0.72889099130E-05   0.55973732326E+01   0.37084584130E+00
 44.70   0.75671478186E-05   0.55872523064E+01   0.30997113502E+00
 44.73   0.78344016998E-05   0.55774103277E+01   0.24865536230E+00
 44.76   0.80905957844E-05   0.55678497461E+01   0.18695784957E+00
 44.79   0.83356654415E-05   0.55585729067E+01   0.12493863538E+00
 44.82   0.85695569538E-05   0.55495820542E+01   0.62658213453E-01
 44.85   0.87922274616E-05   0.55408793370E+01   0.17726772469E-03
 44.88   0.90036449620E-05   0.55324668113E+01   0.62207417094E+01
 44.91   0.92037879114E-05   0.55243464450E+01   0.61580411760E+01
 44.94   0.93926452820E-05   0.55165201211E+01   0.60953206042E+01
 44.97   0.95702163918E-05   0.55089896422E+01   0.60326387340E+01
 45.00   0.97365107905E-05   0.55017567333E+01   0.59700531579E+01
 45.03   0.98915478617E-05   0.54948230458E+01   0.59076200722E+01
 45.06   0.10035357050E-04   0.54881901604E+01   0.58453940427E+01
 45.09   0.10167977237E-04   0.54818595907E+01   0.57834277852E+01
 45.12   0.10289456966E-04   0.54758327855E+01   0.57217719648E+01
 45.15   0.10399853934E-04   0.54701111325E+01   0.56604750147E+01
 45.18   0.10499235103E-04   0.54646959601E+01   0.55995829764E+01
 45.21   0.10587676300E-04   0.54595885402E+01   0.55391393626E+01
 45.24   0.10665261883E-04   0.54547900905E+01   0.54791850425E+01
 45.27   0.10732085016E-04   0.54503017763E+01   0.54197581514E+01
 45.30   0.10788246882E-04   0.54461247124E+01   0.53608940233E+01
 45.33   0.10833856905E-04   0.54422599648E+01   0.53026251463E+01
 45.36   0.10869032351E-04   0.54387085517E+01   0.52449811404E+01
 45.39   0.10893897993E-04   0.54354714453E+01   0.51879887566E+01
 45.42   0.10908586106E-04   0.54325495718E+01   0.51316718961E+01
 45.45   0.10913236238E-04   0.54299438132E+01   0.50760516478E+01
 45.48   0.10907994707E-04   0.54276550066E+01   0.50211463431E+01
 45.51   0.10893014533E-04   0.54256839452E+01   0.49669716256E+01
 45.54   0.10868455391E-04   0.54240313782E+01   0.49135405351E+01
 45.57   0.10834483035E-04   0.54226980102E+01   0.48608636027E+01
 45.60   0.10791269247E-04   0.54216845011E+01   0.48089489557E+01
